stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,events_list,lineup_home,lineup_away
G3,21.06.2021,False,0,0,Finland,Belgium,0,2,39%,61%,7,17,1,7,40%,61%,"[""{'event_team':'home','event_time':59','event_type':'Substitution','action_player_1':'RasmusSchller','action_player_2':'TimSparv'},{'event_team':'away','event_time':66','event_type':'Disallowedgoal','action_player_1':'Disallowedgoal'},{'event_team':'home','event_time':70','event_type':'Substitution','action_player_1':'JoniKauko','action_player_2':'JoelPohjanpalo'},{'event_team':'home','event_time':70','event_type':'Substitution','action_player_1':'NikolaiAlho','action_player_2':'JereUronen'},{'event_team':'away','event_time':74','event_type':'Owngoal','action_player_1':'LukHrdeck','action_player_2':'Owngoal'},{'event_team':'away','event_time':75','event_type':'Substitution','action_player_1':'ThomasMeunier','action_player_2':'LeandroTrossard'},{'event_team':'away','event_time':75','event_type':'Substitution','action_player_1':'MichyBatshuayi','action_player_2':'JeremyDoku'},{'event_team':'away','event_time':81','event_type':'Goal','action_player_1':'RomeluLukaku','action_player_2':'KevinDeBruyne'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'ChristianBenteke','action_player_2':'RomeluLukaku'},{'event_team':'home','event_time':91','event_type':'Substitution','action_player_1':'MarcusForss','action_player_2':'RobinLod'},{'event_team':'away','event_time':91','event_type':'Substitution','action_player_1':'HansVanaken','action_player_2':'KevinDeBruyne'},{'event_team':'home','event_time':91','event_type':'Substitution','action_player_1':'FredrikJensen','action_player_2':'TeemuPukki'}""]","{'20': 'Pohjanpalo', '10': ' Pukki', '6': ' Kamara', '14': ' Sparv', '8': ' Lod', '18': ' Uronen', '3': ' {Player_Name: OShaughnessy', '2': ' Arajuuri', '4': ' Toivio', '22': ' Raitala', '1': ' Hrádecký'}","{'9': 'Lukaku', '10': ' Hazard', '25': ' Doku', '22': ' Chadli', '6': ' Witsel', '7': ' De Bruyne', '24': ' Trossard', '3': ' Vermaelen', '4': ' Boyata', '18': ' Denayer', '1': ' Courtois'}"
G3,21.06.2021,False,0,0,Russia,Denmark,1,4,35%,65%,6,16,2,10,59%,41%,"[""{'event_team':'home','event_time':28','event_type':'Yellowcard','action_player_1':'FedorKudryashov'},{'event_team':'away','event_time':38','event_type':'Goal','action_player_1':'MikkelDamsgaard','action_player_2':'PierreHjbjerg'},{'event_team':'away','event_time':57','event_type':'Yellowcard','action_player_1':'ThomasDelaney'},{'event_team':'away','event_time':59','event_type':'Goal','action_player_1':'YussufPoulsen'},{'event_team':'away','event_time':60','event_type':'Substitution','action_player_1':'KasperDolberg','action_player_2':'YussufPoulsen'},{'event_team':'away','event_time':60','event_type':'Substitution','action_player_1':'JensStrygerLarsen','action_player_2':'DanielWass'},{'event_team':'home','event_time':61','event_type':'Substitution','action_player_1':'RifatZhemaletdinov','action_player_2':'MagomedOzdoev'},{'event_team':'home','event_time':61','event_type':'Substitution','action_player_1':'AleksandrSobolev','action_player_2':'AlekseyMiranchuk'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'MaksimMukhin','action_player_2':'DalerKuzyaev'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'VyacheslavKaravaev','action_player_2':'FedorKudryashov'},{'event_team':'home','event_time':70','event_type':'Penalty','action_player_1':'ArtemDzyuba','action_player_2':'Penalty'},{'event_team':'away','event_time':72','event_type':'Substitution','action_player_1':'ChristianNrgaard','action_player_2':'MikkelDamsgaard'},{'event_team':'home','event_time':75','event_type':'Yellowcard','action_player_1':'IgorDiveev'},{'event_team':'away','event_time':79','event_type':'Goal','action_player_1':'AndreasChristensen'},{'event_team':'away','event_time':82','event_type':'Goal','action_player_1':'JoakimMhle','action_player_2':'PierreHjbjerg'},{'event_team':'away','event_time':85','event_type':'Substitution','action_player_1':'AndreasCornelius','action_player_2':'MartinBraithwaite'},{'event_team':'away','event_time':86','event_type':'Substitution','action_player_1':'MathiasJensen','action_player_2':'ThomasDelaney'}""]","{'22': 'Dzyuba', '17': ' Golovin', '15': ' Miranchuk', '23': ' Kuzyaev', '11': ' Zobnin', '7': ' Ozdoev', '2': ' Fernandes', '13': ' Kudryashov', '3': ' Diveev', '14': ' Dzhikiya', '16': ' Safonov'}","{'20': 'Poulsen', '14': ' Krogh Damsgaard', '9': ' Braithwaite', '5': ' Mæhle Pedersen', '8': ' Delaney', '23': ' Højbjerg', '18': ' Wass', '3': ' Vestergaard', '4': ' Kjaer', '6': ' Christensen', '1': ' Schmeichel'}"
G3,21.06.2021,False,0,0,Ukraine,Austria,0,1,51%,49%,5,18,1,4,43%,57%,"[""{'event_team':'away','event_time':21','event_type':'Goal','action_player_1':'ChristophBaumgartner','action_player_2':'DavidAlaba'},{'event_team':'away','event_time':33','event_type':'Substitution','action_player_1':'AlessandroSchpf','action_player_2':'ChristophBaumgartner'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'ViktorTsygankov','action_player_2':'RuslanMalinovskyi'},{'event_team':'home','event_time':68','event_type':'Substitution','action_player_1':'Marlos','action_player_2':'MykolaShaparenko'},{'event_team':'away','event_time':72','event_type':'Substitution','action_player_1':'StefanIlsanker','action_player_2':'KonradLaimer'},{'event_team':'home','event_time':85','event_type':'Substitution','action_player_1':'ArtemBesedin','action_player_2':'VitaliiMykolenko'},{'event_team':'away','event_time':90','event_type':'Substitution','action_player_1':'SasaKalajdzic','action_player_2':'MarkoArnautovic'}""]","{'8': 'Malinovskyi', '9': ' Yaremchuk', '7': ' Yarmolenko', '17': ' Zinchenko', '5': ' Sydorchuk', '10': ' Shaparenko', '16': ' Mykolenko', '22': ' Matvienko', '13': ' Zabarnyi', '21': ' Karavaev', '1': ' Bushchan'}","{'7': 'Arnautovic', '19': ' Baumgartner', '9': ' Sabitzer', '24': ' Laimer', '10': ' Grillitsch', '23': ' Schlager', '8': ' Alaba', '4': ' Hinteregger', '3': ' Dragovic', '21': ' Lainer', '13': ' Bachmann'}"
G3,21.06.2021,False,0,0,North Macedonia,Netherlands,0,3,41%,59%,13,17,1,7,39%,61%,"[""{'event_team':'home','event_time':18','event_type':'Yellowcard','action_player_1':'StefanRistovski'},{'event_team':'away','event_time':24','event_type':'Goal','action_player_1':'MemphisDepay','action_player_2':'DonyellMalen'},{'event_team':'away','event_time':45','event_type':'Substitution','action_player_1':'JurrinTimber','action_player_2':'StefandeVrij'},{'event_team':'away','event_time':45','event_type':'Substitution','action_player_1':'StevenBerghuis','action_player_2':'DenzelDumfries'},{'event_team':'home','event_time':48','event_type':'Yellowcard','action_player_1':'VisarMusliu'},{'event_team':'away','event_time':51','event_type':'Goal','action_player_1':'GeorginioWijnaldum','action_player_2':'MemphisDepay'},{'event_team':'home','event_time':56','event_type':'Substitution','action_player_1':'DarkoChurlinov','action_player_2':'IvanTrichkovski'},{'event_team':'away','event_time':58','event_type':'Goal','action_player_1':'GeorginioWijnaldum'},{'event_team':'home','event_time':65','event_type':'Yellowcard','action_player_1':'EzgjanAlioski'},{'event_team':'away','event_time':66','event_type':'Substitution','action_player_1':'WoutWeghorst','action_player_2':'MemphisDepay'},{'event_team':'away','event_time':66','event_type':'Substitution','action_player_1':'QuincyPromes','action_player_2':'DonyellMalen'},{'event_team':'home','event_time':68','event_type':'Substitution','action_player_1':'FerhanHasani','action_player_2':'AleksandarTrajkovski'},{'event_team':'home','event_time':69','event_type':'Substitution','action_player_1':'TihomirKostadinov','action_player_2':'GoranPandev'},{'event_team':'home','event_time':78','event_type':'Substitution','action_player_1':'VlatkoStojanovski','action_player_2':'EnisBardhi'},{'event_team':'home','event_time':79','event_type':'Substitution','action_player_1':'BobanNikolov','action_player_2':'ArijanAdemi'},{'event_team':'away','event_time':79','event_type':'Substitution','action_player_1':'CodyGakpo','action_player_2':'FrenkiedeJong'},{'event_team':'home','event_time':84','event_type':'Yellowcard','action_player_1':'TihomirKostadinov'}""]","{'10': 'Pandev', '9': ' Trajkovski', '21': ' Elmas', '7': ' Trichkovski', '17': ' Bardhi', '5': ' Ademi', '8': ' Alioski', '6': ' Musliu', '14': ' Velkovski', '13': ' Ristovski', '1': ' Dimitrievski'}","{'18': 'Malen', '10': ' Depay', '8': ' Wijnaldum', '12': ' van Aanholt', '16': ' Gravenberch', '21': ' de Jong', '22': ' Dumfries', '17': ' Blind', '3': ' de Ligt', '6': ' de Vrij', '1': ' Stekelenburg'}"
G3,20.06.2021,False,0,0,Italy,Wales,1,0,70%,30%,23,3,6,1,56%,44%,"[""{'event_team':'home','event_time':39','event_type':'Goal','action_player_1':'MatteoPessina','action_player_2':'MarcoVerratti'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'FrancescoAcerbi','action_player_2':'LeonardoBonucci'},{'event_team':'away','event_time':51','event_type':'Yellowcard','action_player_1':'JoeAllen'},{'event_team':'away','event_time':55','event_type':'Redcard','action_player_1':'EthanAmpadu'},{'event_team':'away','event_time':60','event_type':'Substitution','action_player_1':'KiefferMoore','action_player_2':'JoseffMorrell'},{'event_team':'away','event_time':74','event_type':'Substitution','action_player_1':'HarryWilson','action_player_2':'DanielJames'},{'event_team':'home','event_time':75','event_type':'Substitution','action_player_1':'BryanCristante','action_player_2':'Jorginho'},{'event_team':'home','event_time':75','event_type':'Substitution','action_player_1':'GiacomoRaspadori','action_player_2':'FedericoBernardeschi'},{'event_team':'home','event_time':79','event_type':'Yellowcard','action_player_1':'MatteoPessina'},{'event_team':'away','event_time':79','event_type':'Yellowcard','action_player_1':'ChrisGunter'},{'event_team':'away','event_time':86','event_type':'Substitution','action_player_1':'DavidBrooks','action_player_2':'GarethBale'},{'event_team':'away','event_time':86','event_type':'Substitution','action_player_1':'BenDavies','action_player_2':'NecoWilliams'},{'event_team':'away','event_time':86','event_type':'Substitution','action_player_1':'DylanLevitt','action_player_2':'JoeAllen'},{'event_team':'home','event_time':87','event_type':'Substitution','action_player_1':'GaetanoCastrovilli','action_player_2':'MatteoPessina'},{'event_team':'home','event_time':89','event_type':'Substitution','action_player_1':'SalvatoreSirigu','action_player_2':'GianluigiDonnarumma'}""]","{'14': 'Chiesa', '9': ' Belotti', '20': ' Bernardeschi', '6': ' Verratti', '8': ' Jorginho', '12': ' Pessina', '13': ' Emerson', '23': ' Bastoni', '19': ' Bonucci', '25': ' Tolói', '21': ' Donnarumma'}","{'20': 'James', '10': ' Ramsey', '11': ' Bale', '3': ' Williams', '7': ' Allen', '16': ' Morrell', '14': ' Roberts', '2': ' Gunter', '15': ' Ampadu', '6': ' Rodon', '12': ' Ward'}"
G3,20.06.2021,False,0,0,Switzerland,Turkey,3,1,51%,49%,23,19,10,6,53%,47%,"[""{'event_team':'home','event_time':6','event_type':'Goal','action_player_1':'HarisSeferovic','action_player_2':'StevenZuber'},{'event_team':'home','event_time':26','event_type':'Goal','action_player_1':'XherdanShaqiri','action_player_2':'StevenZuber'},{'event_team':'away','event_time':62','event_type':'Goal','action_player_1':'rfanKahveci','action_player_2':'HakanCalhanoglu'},{'event_team':'away','event_time':63','event_type':'Substitution','action_player_1':'OkayYokuslu','action_player_2':'KaanAyhan'},{'event_team':'away','event_time':63','event_type':'Substitution','action_player_1':'YusufYazc','action_player_2':'OzanTufan'},{'event_team':'home','event_time':68','event_type':'Goal','action_player_1':'XherdanShaqiri','action_player_2':'StevenZuber'},{'event_team':'away','event_time':70','event_type':'Yellowcard','action_player_1':'HakanCalhanoglu'},{'event_team':'home','event_time':75','event_type':'Substitution','action_player_1':'MarioGavranovic','action_player_2':'HarisSeferovic'},{'event_team':'away','event_time':75','event_type':'Yellowcard','action_player_1':'Zekielik'},{'event_team':'home','event_time':75','event_type':'Substitution','action_player_1':'RubenVargas','action_player_2':'XherdanShaqiri'},{'event_team':'away','event_time':76','event_type':'Yellowcard','action_player_1':'CaglarSync'},{'event_team':'home','event_time':78','event_type':'Yellowcard','action_player_1':'GranitXhaka'},{'event_team':'away','event_time':80','event_type':'Substitution','action_player_1':'OrkunKk','action_player_2':'rfanKahveci'},{'event_team':'away','event_time':80','event_type':'Substitution','action_player_1':'KenanKaraman','action_player_2':'Cengiznder'},{'event_team':'home','event_time':85','event_type':'Substitution','action_player_1':'LorisBenito','action_player_2':'StevenZuber'},{'event_team':'home','event_time':86','event_type':'Substitution','action_player_1':'AdmirMehmedi','action_player_2':'BreelEmbolo'},{'event_team':'away','event_time':86','event_type':'Substitution','action_player_1':'DorukhanTokz','action_player_2':'HakanCalhanoglu'},{'event_team':'home','event_time':92','event_type':'Substitution','action_player_1':'KevinMbabu','action_player_2':'SilvanWidmer'}""]","{'7': 'Embolo', '9': ' Seferovic', '23': ' Shaqiri', '14': ' Zuber', '10': ' Xhaka', '8': ' Freuler', '3': ' Widmer', '13': ' Rodriguez', '5': ' Akanji', '4': ' Elvedi', '1': ' Sommer'}","{'17': 'Yilmaz', '10': ' Calhanoglu', '21': ' Kahveci', '6': ' Tufan', '7': ' Ünder', '22': ' Ayhan', '25': ' Müldür', '4': ' Söyüncü', '3': ' Demiral', '2': ' Çelik', '23': ' Çakır'}"
G2,19.06.2021,False,0,0,Spain,Poland,1,1,77%,23%,12,5,5,2,42%,58%,"[""{'event_team':'home','event_time':25','event_type':'Goal','action_player_1':'AlvaroMorata','action_player_2':'GerardMoreno'},{'event_team':'away','event_time':36','event_type':'Yellowcard','action_player_1':'MateuszKlich'},{'event_team':'away','event_time':54','event_type':'Goal','action_player_1':'RobertLewandowski','action_player_2':'KamilJwiak'},{'event_team':'away','event_time':55','event_type':'Substitution','action_player_1':'KacperKozowski','action_player_2':'MateuszKlich'},{'event_team':'away','event_time':57','event_type':'Yellowcard','action_player_1':'JakubModer'},{'event_team':'away','event_time':59','event_type':'Yellowcard','action_player_1':'KamilJwiak'},{'event_team':'home','event_time':61','event_type':'Substitution','action_player_1':'FerranTorres','action_player_2':'DanielOlmo'},{'event_team':'home','event_time':68','event_type':'Substitution','action_player_1':'FabianRuiz','action_player_2':'GerardMoreno'},{'event_team':'away','event_time':68','event_type':'Substitution','action_player_1':'PrzemysawFrankowski','action_player_2':'Karolwiderski'},{'event_team':'home','event_time':68','event_type':'Substitution','action_player_1':'PabloSarabia','action_player_2':'Koke'},{'event_team':'home','event_time':81','event_type':'Yellowcard','action_player_1':'PauTorres'},{'event_team':'away','event_time':85','event_type':'Substitution','action_player_1':'PaweDawidowicz','action_player_2':'JanBednarek'},{'event_team':'away','event_time':85','event_type':'Substitution','action_player_1':'KarolLinetty','action_player_2':'JakubModer'},{'event_team':'home','event_time':87','event_type':'Substitution','action_player_1':'MikelOyarzabal','action_player_2':'AlvaroMorata'},{'event_team':'away','event_time':93','event_type':'Yellowcard','action_player_1':'RobertLewandowski'},{'event_team':'home','event_time':94','event_type':'Yellowcard','action_player_1':'Rodri'}""]","{'19': 'Olmo Carvajal', '7': ' Morata', '9': ' Moreno', '26': ' González López', '16': ' Rodri', '8': ' Koke', '18': ' Alba', '4': ' Torres', '24': ' Laporte', '6': ' Llorente', '23': ' Simon'}","{'9': 'Lewandowski', '11': ' Świderski', '26': ' Puchacz', '16': ' Moder', '20': ' Zielinski', '14': ' Klich', '21': ' Jóźwiak', '5': ' Bednarek', '15': ' Glik', '18': ' Bereszynski', '1': ' Szczesny'}"
G2,19.06.2021,False,0,0,Portugal,Germany,2,4,42%,58%,7,12,2,7,55%,45%,"[""{'event_team':'home','event_time':15','event_type':'Goal','action_player_1':'CristianoRonaldo','action_player_2':'DiogoJota'},{'event_team':'away','event_time':35','event_type':'Owngoal','action_player_1':'RubenDias','action_player_2':'Owngoal'},{'event_team':'away','event_time':39','event_type':'Owngoal','action_player_1':'RaphaelGuerreiro','action_player_2':'Owngoal'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'RenatoSanches','action_player_2':'BernardoSilva'},{'event_team':'away','event_time':51','event_type':'Goal','action_player_1':'KaiHavertz','action_player_2':'RobinGosens'},{'event_team':'home','event_time':58','event_type':'Substitution','action_player_1':'RafaSilva','action_player_2':'WilliamCarvalho'},{'event_team':'away','event_time':60','event_type':'Goal','action_player_1':'RobinGosens','action_player_2':'JoshuaKimmich'},{'event_team':'away','event_time':62','event_type':'Substitution','action_player_1':'MarcelHalstenberg','action_player_2':'RobinGosens'},{'event_team':'away','event_time':63','event_type':'Substitution','action_player_1':'EmreCan','action_player_2':'MatsHummels'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'JoaoMoutinho','action_player_2':'BrunoFernandes'},{'event_team':'away','event_time':66','event_type':'Yellowcard','action_player_1':'KaiHavertz'},{'event_team':'home','event_time':67','event_type':'Goal','action_player_1':'DiogoJota','action_player_2':'CristianoRonaldo'},{'event_team':'away','event_time':73','event_type':'Substitution','action_player_1':'LeonGoretzka','action_player_2':'KaiHavertz'},{'event_team':'away','event_time':73','event_type':'Substitution','action_player_1':'NiklasSle','action_player_2':'IlkayGndogan'},{'event_team':'away','event_time':77','event_type':'Yellowcard','action_player_1':'MatthiasGinter'},{'event_team':'home','event_time':83','event_type':'Substitution','action_player_1':'AndreSilva','action_player_2':'DiogoJota'},{'event_team':'away','event_time':88','event_type':'Substitution','action_player_1':'LeroySane','action_player_2':'SergeGnabry'}""]","{'7': 'Ronaldo', '21': ' Jota', '14': ' Carvalho', '11': ' Fernandes', '10': ' Silva', '13': ' Pereira', '5': ' Guerreiro', '4': ' Dias', '3': ' Pepe', '2': ' Semedo', '1': ' Patricio'}","{'10': 'Gnabry', '7': ' Havertz', '25': ' Müller', '20': ' Gosens', '8': ' Kroos', '21': ' Gündogan', '6': ' Kimmich', '2': ' Rüdiger', '5': ' Hummels', '4': ' Ginter', '1': ' Neuer'}"
G2,19.06.2021,False,0,0,Hungary,France,1,1,33%,67%,5,15,3,4,40%,60%,"[""{'event_team':'away','event_time':10','event_type':'Yellowcard','action_player_1':'BenjaminPavard'},{'event_team':'home','event_time':26','event_type':'Substitution','action_player_1':'NemanjaNikolic','action_player_2':'AdamSzalai'},{'event_team':'home','event_time':47','event_type':'Goal','action_player_1':'AttilaFiola','action_player_2':'RolandSallai'},{'event_team':'home','event_time':52','event_type':'Yellowcard','action_player_1':'EndreBotka'},{'event_team':'away','event_time':57','event_type':'Substitution','action_player_1':'OusmaneDembele','action_player_2':'AdrienRabiot'},{'event_team':'away','event_time':66','event_type':'Goal','action_player_1':'AntoineGriezmann'},{'event_team':'home','event_time':75','event_type':'Substitution','action_player_1':'TamsCseri','action_player_2':'AndrsSchfer'},{'event_team':'away','event_time':76','event_type':'Substitution','action_player_1':'CorentinTolisso','action_player_2':'PaulPogba'},{'event_team':'away','event_time':76','event_type':'Substitution','action_player_1':'OlivierGiroud','action_player_2':'KarimBenzema'},{'event_team':'home','event_time':84','event_type':'Substitution','action_player_1':'GergoLovrencsics','action_player_2':'LaszloKleinheisler'},{'event_team':'away','event_time':87','event_type':'Substitution','action_player_1':'ThomasLemar','action_player_2':'OusmaneDembele'}""]","{'9': 'Szalai', '20': ' Sallai', '5': ' Fiola', '13': ' Schäfer', '8': ' Nagy', '15': ' Kleinheisler', '7': ' Nego', '4': ' Szalai', '6': ' Orban', '21': ' Botka', '1': ' Gulacsi'}","{'10': 'Mbappe', '19': ' Benzema', '7': ' Griezmann', '14': ' Rabiot', '13': ' Kanté', '6': ' Pogba', '18': ' Digne', '3': ' Kimpembe', '4': ' Varane', '2': ' Pavard', '1': ' Lloris'}"
G2,18.06.2021,False,0,0,England,Scotland,0,0,61%,39%,9,11,1,2,54%,46%,"[""{'event_team':'away','event_time':15','event_type':'Yellowcard','action_player_1':'JohnMcGinn'},{'event_team':'home','event_time':63','event_type':'Substitution','action_player_1':'JackGrealish','action_player_2':'PhilipFoden'},{'event_team':'home','event_time':74','event_type':'Substitution','action_player_1':'MarcusRashford','action_player_2':'HarryKane'},{'event_team':'away','event_time':76','event_type':'Substitution','action_player_1':'StuartArmstrong','action_player_2':'BillyGilmour'},{'event_team':'away','event_time':86','event_type':'Substitution','action_player_1':'KevinNisbet','action_player_2':'CheAdams'},{'event_team':'away','event_time':87','event_type':'Yellowcard','action_player_1':StephenO'Donnell}""]","{'10': 'Sterling', '9': ' Kane', '20': ' Foden', '19': ' Mount', '4': ' Rice', '14': ' Phillips', '3': ' Shaw', '15': ' Mings', '5': ' Stones', '24': ' James', '1': ' Pickford'}","{'9': 'Dykes', '10': ' Adams', '7': ' McGinn', '3': ' Robertson', '8': ' McGregor', '23': ' Gilmour', '2': ' {Player_Name: ODonnell', '6': ' Tierney', '5': ' Hanley', '4': ' McTominay', '1': ' Marshall'}"
G2,18.06.2021,False,0,0,Croatia,Czech Republic,1,1,48%,52%,11,11,2,1,51%,49%,"[""{'event_team':'home','event_time':35','event_type':'Yellowcard','action_player_1':'DejanLovren'},{'event_team':'away','event_time':37','event_type':'Penalty','action_player_1':'PatrikSchick','action_player_2':'Penalty'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'BrunoPetkovi','action_player_2':'AnteRebic'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'LukaIvanuec','action_player_2':'JosipBrekalo'},{'event_team':'home','event_time':47','event_type':'Goal','action_player_1':'IvanPerisic','action_player_2':'AndrejKramaric'},{'event_team':'away','event_time':50','event_type':'Yellowcard','action_player_1':'LukMasopust'},{'event_team':'home','event_time':62','event_type':'Substitution','action_player_1':'NikolaVlasic','action_player_2':'AndrejKramaric'},{'event_team':'away','event_time':63','event_type':'Substitution','action_player_1':'AdamHloek','action_player_2':'LukMasopust'},{'event_team':'away','event_time':63','event_type':'Substitution','action_player_1':'AlexKrl','action_player_2':'TomHole'},{'event_team':'away','event_time':74','event_type':'Substitution','action_player_1':'Petrevk','action_player_2':'JakubJankto'},{'event_team':'away','event_time':75','event_type':'Substitution','action_player_1':'MichaelKrmenk','action_player_2':'PatrikSchick'},{'event_team':'away','event_time':82','event_type':'Yellowcard','action_player_1':'JanBoil'},{'event_team':'home','event_time':87','event_type':'Substitution','action_player_1':'MarceloBrozovic','action_player_2':'MateoKovacic'},{'event_team':'away','event_time':87','event_type':'Substitution','action_player_1':'AntonnBark','action_player_2':'VladimirDarida'},{'event_team':'away','event_time':93','event_type':'Yellowcard','action_player_1':'AdamHloek'}""]","{'17': 'Rebic', '7': ' Brekalo', '9': ' Kramaric', '4': ' Perisic', '8': ' Kovacic', '10': ' Modric', '25': ' Gvardiol', '21': ' Vida', '6': ' Lovren', '2': ' Vrsaljko', '1': ' Livakovic'}","{'10': 'Schick', '14': ' Jankto', '8': ' Darida', '12': ' Masopust', '15': ' Souček', '9': ' Holeš', '18': ' Bořil', '6': ' Kalas', '3': ' Čelůstka', '5': ' Coufal', '1': ' Vaclik'}"
G2,18.06.2021,False,0,0,Sweden,Slovakia,1,0,41%,59%,13,10,4,0,44%,56%,"[""{'event_team':'home','event_time':23','event_type':'Yellowcard','action_player_1':'KristofferOlsson'},{'event_team':'away','event_time':64','event_type':'Substitution','action_player_1':'LukHarasln','action_player_2':'PeterPekarik'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'ViktorClaesson','action_player_2':'KristofferOlsson'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'RobinQuaison','action_player_2':'MarcusBerg'},{'event_team':'away','event_time':76','event_type':'Yellowcard','action_player_1':'MartinDubravka'},{'event_team':'away','event_time':76','event_type':'Substitution','action_player_1':'VladimirWeiss','action_player_2':'RobertMak'},{'event_team':'home','event_time':77','event_type':'Penalty','action_player_1':'EmilForsberg','action_player_2':'Penalty'},{'event_team':'away','event_time':77','event_type':'Substitution','action_player_1':'LszlBnes','action_player_2':'MarekHamsik'},{'event_team':'away','event_time':80','event_type':'Yellowcard','action_player_1':'OndrejDuda'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'MichalDuris','action_player_2':'PatrikHrosovsky'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'DvidHancko','action_player_2':'TomasHubocan'},{'event_team':'away','event_time':87','event_type':'Yellowcard','action_player_1':'VladimirWeiss'},{'event_team':'home','event_time':88','event_type':'Substitution','action_player_1':'GustavSvensson','action_player_2':'AlbinEkdal'},{'event_team':'home','event_time':88','event_type':'Substitution','action_player_1':'PierreBengtsson','action_player_2':'LudwigAugustinsson'},{'event_team':'home','event_time':93','event_type':'Substitution','action_player_1':'EmilKrafth','action_player_2':'EmilForsberg'}""]","{'9': 'Berg', '11': ' Isak', '10': ' Forsberg', '8': ' Ekdal', '20': ' Olsson', '7': ' Larsson', '6': ' Augustinsson', '24': ' Danielsson', '3': ' Lindelof', '2': ' Lustig', '1': ' Olsen'}","{'8': 'Duda', '20': ' Mak', '17': ' Hamsik', '24': ' Koscelník', '13': ' Hrosovsky', '19': ' Kucka', '15': ' Hubocan', '14': ' Skriniar', '5': ' Satka', '2': ' Pekarik', '1': ' Dubravka'}"
G2,17.06.2021,False,0,0,Netherlands,Austria,2,0,46%,54%,14,9,4,1,52%,48%,"[""{'event_team':'away','event_time':10','event_type':'Yellowcard','action_player_1':'DavidAlaba'},{'event_team':'home','event_time':11','event_type':'Penalty','action_player_1':'MemphisDepay','action_player_2':'Penalty'},{'event_team':'home','event_time':14','event_type':'Yellowcard','action_player_1':'MartenDeRoon'},{'event_team':'away','event_time':61','event_type':'Substitution','action_player_1':'SasaKalajdzic','action_player_2':'MichaelGregoritsch'},{'event_team':'away','event_time':62','event_type':'Substitution','action_player_1':'FlorianGrillitsch','action_player_2':'KonradLaimer'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'NathanAke','action_player_2':'DaleyBlind'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'DonyellMalen','action_player_2':'WoutWeghorst'},{'event_team':'home','event_time':65','event_type':'Substitution','action_player_1':'OwenWijndal','action_player_2':'PatrickvanAanholt'},{'event_team':'home','event_time':67','event_type':'Goal','action_player_1':'DenzelDumfries','action_player_2':'DonyellMalen'},{'event_team':'away','event_time':67','event_type':'Yellowcard','action_player_1':'DanielBachmann'},{'event_team':'away','event_time':70','event_type':'Substitution','action_player_1':'ValentinoLazaro','action_player_2':'ChristophBaumgartner'},{'event_team':'home','event_time':74','event_type':'Substitution','action_player_1':'RyanGravenberch','action_player_2':'MartenDeRoon'},{'event_team':'home','event_time':82','event_type':'Substitution','action_player_1':'LuukdeJong','action_player_2':'MemphisDepay'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'PhilippLienhart','action_player_2':'AleksandarDragovic'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'KarimOnisiwo','action_player_2':'XaverSchlager'}""]","{'10': 'Depay', '19': ' Weghorst', '8': ' Wijnaldum', '12': ' van Aanholt', '21': ' de Jong', '15': ' De Roon', '22': ' Dumfries', '17': ' Blind', '3': ' de Ligt', '6': ' de Vrij', '1': ' Stekelenburg'}","{'11': 'Gregoritsch', '19': ' Baumgartner', '2': ' Ulmer', '9': ' Sabitzer', '24': ' Laimer', '21': ' Lainer', '23': ' Schlager', '4': ' Hinteregger', '8': ' Alaba', '3': ' Dragovic', '13': ' Bachmann'}"
